team,Arsenal,Aston Villa,Brighton,Burnley,Chelsea,Crystal Palace,Everton,Fulham,Leeds,Leicester,Liverpool,Man City,Man Utd,Newcastle,Sheffield Utd,Southampton,Spurs,West Brom,West Ham,Wolves
2021-02-19,54,59,43,43,62,46,68,34,54,70,67,79,68,42,17,51,58,24,64,49
