team,Arsenal,Aston Villa,Brighton,Burnley,Chelsea,Crystal Palace,Everton,Fulham,Leeds,Leicester,Liverpool,Man City,Man Utd,Newcastle,Sheffield Utd,Southampton,Spurs,West Brom,West Ham,Wolves
2021-02-19,56,58,46,44,67,42,55,34,50,67,69,89,72,38,26,46,59,24,61,48
